"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","7224","56","0","2019","1","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",284,1988,2042,2069,9115863,7815520,79459,345,"",0.53,0.38,0.39,0.39,0.46,0.44,0.48,1.17,"",6,2.2,211,11.9,244,13.6,249,13.7,1730229,23.4,1396440,21.8,9155,13.0,29,9.2
"01000","5","7224","56","0","2019","2","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",279,2077,2044,2038,9257486,4218822,46828,347,"",0.51,0.39,0.38,0.37,0.41,0.49,0.51,1.09,"",-8,-2.8,191,10.1,194,10.5,224,12.3,1433926,18.3,261009,6.6,3413,7.9,22,6.8
"01000","5","7224","56","0","2019","3","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",273,2034,2106,2110,9364048,3025795,36650,346,"",0.50,0.37,0.38,0.39,0.40,0.45,0.49,1.07,"",-21,-7.1,163,8.7,198,10.4,178,9.2,1265434,15.6,133823,4.6,2111,6.1,19,5.8
"01000","5","7224","56","0","2019","4","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",279,2204,2211,2152,10217425,2867198,37783,359,"",0.51,0.40,0.41,0.40,0.44,0.46,0.55,1.09,"",-18,-6.1,220,11.1,217,10.9,214,11.0,1184277,13.1,387620,15.6,5875,18.4,7,2.0
"01001","5","7224","76","0","2019","1","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2019","2","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2019","3","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2019","4","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","7224","76","0","2019","1","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,194,203,209,1058004,854149,11160,403,"",0.81,1.01,1.03,1.03,1.85,1.31,2.04,1.81,"",-1,-4.3,41,26.8,51,33.6,49,30.6,315714,42.5,240491,39.2,2825,33.9,35,9.5
"01003","5","7224","76","0","2019","2","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,203,212,210,1120046,525898,8281,414,"",0.81,0.98,1.00,0.97,1.61,1.22,1.89,1.64,"",0,0.0,33,19.4,47,28.5,30,16.7,165023,17.3,109410,26.3,2334,39.2,-14,-3.3
"01003","5","7224","76","0","2019","3","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,203,191,189,1119044,356915,5850,443,"",0.81,0.93,0.89,0.91,1.57,1.08,1.70,1.73,"",2,10.0,34,20.1,21,12.4,17,9.9,178700,19.0,74511,26.4,1886,47.6,18,4.2
"01003","5","7224","76","0","2019","4","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",24,195,195,199,1142908,240421,4065,448,"",0.88,0.94,0.95,0.98,1.63,0.94,1.59,1.70,"",1,4.3,23,13.4,3,1.6,0,0.0,64616,6.0,-24536,-9.3,-933,-18.7,6,1.4
"01015","5","7224","76","0","2019","1","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",-2,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2019","2","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",-2,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
