"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","7224","56","0","2017","1","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",276,1750,1786,1820,7275997,6329035,85082,313,"",0.51,0.35,0.35,0.35,0.40,0.39,0.47,1.15,"",0,0.0,35,2.0,38,2.2,57,3.2,828856,12.9,638571,11.2,16504,24.1,28,9.8
"01000","5","7224","56","0","2017","2","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",278,1791,1820,1822,7709368,3938001,52161,327,"",0.51,0.34,0.35,0.34,0.38,0.48,0.50,1.11,"",-3,-1.1,-72,-3.9,-8,-0.4,22,1.2,438294,6.0,22230,0.6,2574,5.2,21,6.9
"01000","5","7224","56","0","2017","3","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",281,1803,1829,1851,7657287,2632391,35777,322,"",0.52,0.34,0.34,0.35,0.37,0.42,0.43,1.09,"",-3,-1.1,32,1.8,12,0.7,-1,-0.1,321278,4.4,-135543,-4.9,-2684,-7.0,11,3.5
"01000","5","7224","56","0","2017","4","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",288,1891,1857,1806,7967532,2300019,31140,331,"",0.53,0.36,0.36,0.35,0.39,0.40,0.41,1.09,"",0,0.0,30,1.6,11,0.6,85,4.9,483753,6.5,128584,5.9,1129,3.8,13,4.1
"01001","5","7224","76","0","2017","1","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2017","2","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2017","3","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2017","4","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","7224","76","0","2017","1","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,187,189,202,980492,764942,12530,391,"",0.85,1.04,1.03,1.06,2.01,1.35,2.28,1.92,"",-1,-4.3,20,12.0,7,3.8,17,9.2,155071,18.8,85572,12.6,1051,9.2,34,9.5
"01003","5","7224","76","0","2017","2","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,177,185,202,980962,406024,6111,401,"",0.84,0.91,0.93,0.99,1.66,1.00,1.33,1.76,"",-2,-8.3,-12,-6.3,-12,-6.1,5,2.5,-49059,-4.8,-30601,-7.0,-1030,-14.4,-7,-1.7
"01003","5","7224","76","0","2017","3","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,187,185,176,980607,235510,4088,413,"",0.83,0.90,0.91,0.90,1.64,0.76,1.15,1.81,"",0,0.0,-14,-7.0,-23,-11.1,-18,-9.3,-116447,-10.6,-44470,-15.9,-647,-13.7,-7,-1.7
"01003","5","7224","76","0","2017","4","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,182,166,150,781833,155126,2688,362,"",0.82,0.94,0.87,0.80,1.33,0.65,1.00,1.53,"",0,0.0,1,0.6,-23,-12.2,-35,-18.9,-248698,-24.1,-26148,-14.4,-781,-22.5,-66,-15.4
"01015","5","7224","76","0","2017","1","","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,19,17,16,56066,56066,330,249,"",0.37,0.16,0.15,0.13,0.16,0.18,0.09,1.08,"",0,0.0,-4,-17.4,-5,-22.7,-5,-23.8,-11241,-16.7,-11241,-16.7,-1201,-78.4,14,6.0
"01015","5","7224","76","0","2017","2","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2017","3","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2017","4","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2017","1","","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,26,26,24,89181,88406,1750,271,"",0.85,0.64,0.64,0.58,0.86,0.69,1.23,1.39,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2017","2","","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,23,25,23,84807,61050,1358,276,"",0.85,0.54,0.58,0.53,0.70,0.76,1.41,1.26,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2017","3","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2017","4","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2017","1","","Colbert County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,11,11,12,31003,31003,509,210,"",0.72,0.18,0.17,0.19,0.15,0.15,0.18,0.85,"",0,0.0,3,37.5,3,37.5,5,71.4,6688,27.5,6688,27.5,221,76.7,-34,-13.9
"01033","5","7224","76","0","2017","2","","Colbert County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,12,11,8,29121,22319,395,217,"",0.71,0.19,0.17,0.12,0.12,0.24,0.31,0.76,"",-1,-20.0,1,9.1,0,0.0,-3,-27.3,-4339,-13.0,-5590,-20.0,-118,-23.0,-17,-7.3
"01033","5","7224","76","0","2017","3","","Colbert County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,8,9,8,25585,10530,301,236,"",0.72,0.12,0.14,0.12,0.11,0.16,0.32,0.84,"",-1,-20.0,-3,-27.3,-2,-18.2,-4,-33.3,-9920,-27.9,-10003,-48.7,-200,-39.9,-5,-2.1
"01033","5","7224","76","0","2017","4","","Colbert County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,8,7,6,22383,4677,190,246,"",0.71,0.12,0.11,0.10,0.09,0.08,0.25,0.85,"",-1,-20.0,-5,-38.5,-5,-41.7,-6,-50.0,-10313,-31.5,-10391,-69.0,-102,-34.9,42,20.6
"01043","5","7224","76","0","2017","1","-","Cullman County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","7224","76","0","2017","2","-","Cullman County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
