"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","7224","56","0","2021","1","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",300,2085,2140,2180,11296543,9359311,151390,407,"",0.57,0.63,0.58,0.54,0.83,0.76,0.94,1.43,"",18,6.4,-60,-2.8,-101,-4.5,49,2.3,1538595,15.8,945430,11.2,55546,58.0,61,17.6
"01000","5","7224","56","0","2021","2","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",310,2444,2364,2380,13546787,5376227,91755,435,"",0.59,0.56,0.52,0.49,0.63,0.66,0.68,1.20,"",33,11.9,1531,167.7,959,68.3,530,28.6,6966174,105.9,2512482,87.7,55508,153.1,71,19.5
"01000","5","7224","56","0","2021","3","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",310,2415,2473,2509,14055451,3939212,68247,438,"",0.58,0.47,0.48,0.48,0.54,0.49,0.50,1.14,"",30,10.7,557,30.0,579,30.6,663,35.9,5235934,59.4,495601,14.4,17235,33.8,74,20.3
"01000","5","7224","56","0","2021","4","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",317,2496,2539,2424,14784613,3577156,63022,457,"",0.59,0.47,0.48,0.46,0.54,0.46,0.49,1.14,"",23,7.8,501,25.1,442,21.1,417,20.8,3397297,29.8,100838,2.9,12919,25.8,26,6.0
"01001","5","7224","76","0","2021","1","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2021","2","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.28,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2021","3","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2021","4","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","7224","76","0","2021","1","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",27,164,163,178,1105976,906116,12395,505,"",1.00,1.31,1.16,1.16,2.74,1.96,2.20,2.27,"",2,8.0,-46,-21.9,-37,-18.5,-23,-11.4,331,0.0,-13933,-1.5,904,7.9,87,20.8
"01003","5","7224","76","0","2021","2","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,226,232,225,1651533,512126,7442,558,"",1.07,1.34,1.28,1.15,2.37,1.20,1.15,1.89,"",5,20.8,110,94.8,75,47.8,42,23.0,771559,87.7,159283,45.1,2941,65.3,113,25.4
"01003","5","7224","76","0","2021","3","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,218,220,216,1598784,316139,4781,564,"",1.05,1.05,1.08,1.06,1.89,0.78,0.76,1.77,"",5,20.8,37,20.4,46,26.4,45,26.3,451559,39.4,-5338,-1.7,608,14.6,61,12.1
"01003","5","7224","76","0","2021","4","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,207,212,211,1625260,251149,3757,595,"",1.05,1.01,1.04,1.04,1.86,0.78,0.77,1.81,"",3,11.5,15,7.8,8,3.9,0,0.0,154638,10.5,-26223,-9.5,-185,-4.7,36,6.4
"01015","5","7224","76","0","2021","1","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2021","2","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2021","3","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2021","4","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2021","1","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
