"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","7224","56","0","2022","1","","Alabama -- Statewide","Private","NAICS 7224 Drinking places (alcoholic beverages)","State, NAICS 4-digit -- by ownership sector","All establishment sizes",325,2379,2468,2480,13383581,10599767,116568,422,"",0.60,0.47,0.47,0.47,0.58,0.54,0.51,1.23,"",25,8.3,294,14.1,328,15.3,300,13.8,2087038,18.5,1240456,13.3,-34822,-23.0,15,3.7
"01000","5","7224","56","0","2022","2","","Alabama -- Statewide","Private","NAICS 7224 Drinking places (alcoholic beverages)","State, NAICS 4-digit -- by ownership sector","All establishment sizes",318,2510,2411,2373,14234983,5181814,62104,450,"",0.59,0.47,0.44,0.43,0.50,0.59,0.51,1.12,"",8,2.6,66,2.7,47,2.0,-7,-0.3,688196,5.1,-194413,-3.6,-29651,-32.3,15,3.4
"01000","5","7224","56","0","2022","3","","Alabama -- Statewide","Private","NAICS 7224 Drinking places (alcoholic beverages)","State, NAICS 4-digit -- by ownership sector","All establishment sizes",324,2360,2443,2550,15258074,3918229,49513,479,"",0.59,0.42,0.44,0.46,0.49,0.50,0.45,1.12,"",14,4.5,-55,-2.3,-30,-1.2,41,1.6,1202623,8.6,-20983,-0.5,-18734,-27.5,41,9.4
"01000","5","7224","56","0","2022","4","","Alabama -- Statewide","Private","NAICS 7224 Drinking places (alcoholic beverages)","State, NAICS 4-digit -- by ownership sector","All establishment sizes",329,2597,2583,2501,16148536,3720686,51089,485,"",0.60,0.47,0.47,0.46,0.54,0.52,0.51,1.15,"",12,3.8,101,4.0,44,1.7,77,3.2,1363923,9.2,143530,4.0,-11933,-18.9,28,6.1
"01001","5","7224","76","0","2022","1","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2022","2","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2022","3","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","7224","76","0","2022","4","N","Autauga County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","7224","76","0","2022","1","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,166,198,198,1168077,922452,8943,480,"",1.03,0.85,0.98,0.96,1.66,1.22,1.07,1.79,"",2,7.4,2,1.2,35,21.5,20,11.2,62101,5.6,16336,1.8,-3452,-27.8,-25,-5.0
"01003","5","7224","76","0","2022","2","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",28,201,198,198,1315265,454582,5289,508,"",1.00,0.95,0.91,0.88,1.40,1.01,0.94,1.53,"",-1,-3.4,-25,-11.1,-34,-14.7,-27,-12.0,-336268,-20.4,-57544,-11.2,-2153,-28.9,-50,-9.0
"01003","5","7224","76","0","2022","3","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",30,218,222,226,1569227,383453,5050,544,"",1.05,0.96,1.00,1.03,1.51,0.98,1.02,1.51,"",1,3.4,0,0.0,2,0.9,10,4.6,-29557,-1.8,67314,21.3,269,5.6,-20,-3.5
"01003","5","7224","76","0","2022","4","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",29,229,211,216,1503602,316929,4860,529,"",1.00,1.05,0.98,1.01,1.54,1.05,1.26,1.53,"",0,0.0,22,10.6,-1,-0.5,5,2.4,-121658,-7.5,65780,26.2,1103,29.4,-66,-11.1
"01015","5","7224","76","0","2022","1","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2022","2","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2022","3","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","7224","76","0","2022","4","N","Calhoun County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2022","1","-","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2022","2","-","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2022","3","N","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","7224","76","0","2022","4","N","Chilton County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2022","1","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.35,0,0,0,0,0,0,0,"N",2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2022","2","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.34,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2022","3","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2022","4","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","7224","76","0","2022","1","","Colbert County, Alabama","Private","NAICS 7224 Drinking places (alcoholic beverages)","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,28,27,24,61000,74765,666,178,"",0.55,0.47,0.44,0.38,0.24,0.32,0.22,0.55,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
