"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","7224","56","0","2016","1","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",276,1715,1748,1763,6447141,5690464,68578,285,"",0.51,0.35,0.35,0.35,0.38,0.37,0.37,1.11,"",15,5.7,44,2.6,75,4.5,53,3.1,328022,5.4,289532,5.4,-8082,-10.5,6,2.2
"01000","5","7224","56","0","2016","2","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",281,1863,1828,1800,7271074,3915771,49587,306,"",0.52,0.36,0.35,0.34,0.38,0.47,0.43,1.09,"",12,4.5,98,5.6,50,2.8,44,2.5,368148,5.3,239940,6.5,-3040,-5.8,5,1.7
"01000","5","7224","56","0","2016","3","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",284,1771,1817,1852,7336009,2767934,38461,311,"",0.53,0.34,0.34,0.35,0.36,0.43,0.43,1.05,"",17,6.4,74,4.4,93,5.4,97,5.5,665934,10.0,264038,10.5,2281,6.3,14,4.7
"01000","5","7224","56","0","2016","4","","Alabama -- Statewide","Private","NAICS 7224 Drinking places, alcoholic beverages","State, NAICS 4-digit -- by ownership sector","All establishment sizes",288,1861,1846,1721,7483779,2171435,30011,318,"",0.53,0.36,0.36,0.34,0.38,0.39,0.38,1.09,"",11,4.0,171,10.1,170,10.1,70,4.2,342436,4.8,32705,1.5,-1194,-3.8,-10,-3.0
"01003","5","7224","76","0","2016","1","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",23,167,182,185,825421,679370,11479,357,"",0.90,0.97,1.03,1.00,1.87,1.32,2.07,1.88,"",2,9.5,19,12.8,29,19.0,8,4.5,178553,27.6,146853,27.6,3754,48.6,45,14.4
"01003","5","7224","76","0","2016","2","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",24,189,197,197,1030021,436625,7141,408,"",0.93,1.00,1.01,0.98,1.88,1.09,1.41,1.89,"",2,9.1,-16,-7.8,-16,-7.5,-19,-8.8,-46404,-4.3,-22090,-4.8,243,3.5,16,4.1
"01003","5","7224","76","0","2016","3","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,201,208,194,1097054,279980,4735,420,"",0.86,1.00,1.05,1.01,1.85,0.87,1.14,1.82,"",-1,-4.3,-22,-9.9,22,11.8,8,4.3,83735,8.3,-11657,-4.0,355,8.1,27,6.9
"01003","5","7224","76","0","2016","4","","Baldwin County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",22,181,189,185,1030531,181274,3469,428,"",0.84,0.96,1.01,1.01,1.88,0.79,1.26,1.89,"",0,0.0,9,5.2,23,13.9,14,8.2,20529,2.0,-29226,-13.9,10,0.3,-30,-6.6
"01015","5","7224","76","0","2016","1","","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,23,22,21,67307,67307,1531,235,"",0.36,0.20,0.19,0.18,0.21,0.23,0.44,1.10,"",-2,-33.3,9,64.3,7,46.7,3,16.7,26255,64.0,26255,64.0,626,69.2,33,16.3
"01015","5","7224","76","0","2016","2","","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,22,21,21,79704,65204,1597,287,"",0.36,0.19,0.18,0.18,0.21,0.35,0.66,1.19,"",-2,-33.3,2,10.0,-1,-4.5,0,0.0,18252,29.7,14638,28.9,438,37.8,62,27.6
"01015","5","7224","76","0","2016","3","","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,21,23,22,80678,53202,1292,282,"",0.36,0.17,0.19,0.18,0.20,0.40,0.70,1.12,"",-1,-20.0,2,10.5,3,15.0,1,4.8,24054,42.5,18129,51.7,554,75.1,64,29.4
"01015","5","7224","76","0","2016","4","","Calhoun County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,22,23,20,62505,27475,665,222,"",0.45,0.19,0.19,0.17,0.17,0.22,0.41,0.92,"",0,0.0,-2,-8.3,-3,-11.5,-4,-16.7,-792,-1.3,-6495,-19.1,-104,-13.5,25,12.7
"01031","5","7224","76","0","2016","1","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2016","2","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","7224","76","0","2016","3","N","Coffee County, Alabama","Private","NAICS 7224 Drinking places, alcoholic beverages","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
